order,crop,country,community,year,indicator,bin,value,percentage
1459,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,Coal,0.00,0.0000
1460,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,Electricity,3.00,0.1579
1461,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,LPG,0.00,0.0000
1462,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,Paraffin,0.00,0.0000
1463,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,Solar,8.00,0.4211
1464,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,Wood,4.00,0.2105
1465,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,Other,1.00,0.0526
1466,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,Batteries,0.00,0.0000
1467,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,Candles,0.00,0.0000
1468,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,Coal,0.00,0.0000
1469,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,Electricity,3.00,0.3750
1470,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,LPG,0.00,0.0000
1471,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,Paraffin,0.00,0.0000
1472,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,Solar,0.00,0.0000
1473,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,Wood,4.00,0.5000
1474,ABE,Zimbabwe,Birchenough,2022/23,energy_increased_spending_on,Other,1.00,0.1250
1475,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,Batteries,1.00,0.1667
1476,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,Candles,0.00,0.0000
1477,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,Coal,0.00,0.0000
1478,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,Electricity,0.00,0.0000
1479,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,LPG,0.00,0.0000
1480,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,Paraffin,0.00,0.0000
1481,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,Solar,5.00,0.8333
1482,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,Wood,0.00,0.0000
1483,ABE,Zimbabwe,Zaka,2022/23,energy_increased_spending_on,Other,0.00,0.0000
1484,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,Batteries,2.00,0.4000
1485,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,Candles,0.00,0.0000
1486,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,Coal,0.00,0.0000
1487,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,Electricity,0.00,0.0000
1488,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,LPG,0.00,0.0000
1489,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,Paraffin,0.00,0.0000
1490,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,Solar,3.00,0.6000
1491,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,Wood,0.00,0.0000
1492,ABE,Zimbabwe,Ruware,2022/23,energy_increased_spending_on,Other,0.00,0.0000
1493,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,Batteries,17.00,0.1090
1494,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,Candles,46.00,0.2949
1495,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,Coal,10.00,0.0641
1496,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,Electricity,10.00,0.0641
1497,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,LPG,1.00,0.0064
1498,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,Paraffin,20.00,0.1282
1499,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,Solar,15.00,0.0962
1500,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,Wood,18.00,0.1154
1501,ABE,Malawi,Malawi,2022/23,energy_increased_spending_on,Other,19.00,0.1218
1502,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,Batteries,0.00,0.0000
1503,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,Candles,0.00,0.0000
1504,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,Coal,0.00,0.0000
1505,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,Electricity,1.00,0.1429
1506,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,LPG,0.00,0.0000
1507,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,Paraffin,0.00,0.0000
1508,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,Solar,5.00,0.7143
1509,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,Wood,0.00,0.0000
1510,ABE,Malawi,Chikwawa,2022/23,energy_increased_spending_on,Other,1.00,0.1429
1511,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,Batteries,3.00,0.2308
1512,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,Candles,0.00,0.0000
1513,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,Coal,0.00,0.0000
1514,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,Electricity,1.00,0.0769
1515,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,LPG,0.00,0.0000
1516,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,Paraffin,0.00,0.0000
1517,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,Solar,7.00,0.5385
1518,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,Wood,0.00,0.0000
1519,ABE,Malawi,Katowo,2022/23,energy_increased_spending_on,Other,2.00,0.1538
1520,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_earnings_spent_on_water,Yes,14.00,0.2333
1521,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_earnings_spent_on_water,No,46.00,0.7667
1522,ABE,Zimbabwe,Birchenough,2022/23,ABE_earnings_spent_on_water,Yes,10.00,0.5556
1523,ABE,Zimbabwe,Birchenough,2022/23,ABE_earnings_spent_on_water,No,8.00,0.4444
1524,ABE,Zimbabwe,Zaka,2022/23,ABE_earnings_spent_on_water,Yes,1.00,0.0476
1525,ABE,Zimbabwe,Zaka,2022/23,ABE_earnings_spent_on_water,No,20.00,0.9524
1526,ABE,Zimbabwe,Ruware,2022/23,ABE_earnings_spent_on_water,Yes,3.00,0.1429
1527,ABE,Zimbabwe,Ruware,2022/23,ABE_earnings_spent_on_water,No,18.00,0.8571
1528,ABE,Malawi,Malawi,2022/23,ABE_earnings_spent_on_water,Yes,16.00,0.4000
1529,ABE,Malawi,Malawi,2022/23,ABE_earnings_spent_on_water,No,24.00,0.6000
1530,ABE,Malawi,Chikwawa,2022/23,ABE_earnings_spent_on_water,Yes,6.00,0.2857
1531,ABE,Malawi,Chikwawa,2022/23,ABE_earnings_spent_on_water,No,15.00,0.7143
1532,ABE,Malawi,Katowo,2022/23,ABE_earnings_spent_on_water,Yes,10.00,0.5263
1533,ABE,Malawi,Katowo,2022/23,ABE_earnings_spent_on_water,No,9.00,0.4737
1534,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_earnings_spent_on_effluent_systems,Yes,13.00,0.2167
1535,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_earnings_spent_on_effluent_systems,No,47.00,0.7833
1536,ABE,Zimbabwe,Birchenough,2022/23,ABE_earnings_spent_on_effluent_systems,Yes,5.00,0.2778
1537,ABE,Zimbabwe,Birchenough,2022/23,ABE_earnings_spent_on_effluent_systems,No,13.00,0.7222
1538,ABE,Zimbabwe,Zaka,2022/23,ABE_earnings_spent_on_effluent_systems,Yes,3.00,0.1429
1539,ABE,Zimbabwe,Zaka,2022/23,ABE_earnings_spent_on_effluent_systems,No,18.00,0.8571
1540,ABE,Zimbabwe,Ruware,2022/23,ABE_earnings_spent_on_effluent_systems,Yes,5.00,0.2381
1541,ABE,Zimbabwe,Ruware,2022/23,ABE_earnings_spent_on_effluent_systems,No,16.00,0.7619
1542,ABE,Malawi,Malawi,2022/23,ABE_earnings_spent_on_effluent_systems,Yes,11.00,0.2750
1543,ABE,Malawi,Malawi,2022/23,ABE_earnings_spent_on_effluent_systems,No,29.00,0.7250
1544,ABE,Malawi,Chikwawa,2022/23,ABE_earnings_spent_on_effluent_systems,Yes,4.00,0.1905
1545,ABE,Malawi,Chikwawa,2022/23,ABE_earnings_spent_on_effluent_systems,No,17.00,0.8095
1546,ABE,Malawi,Katowo,2022/23,ABE_earnings_spent_on_effluent_systems,Yes,7.00,0.3684
1547,ABE,Malawi,Katowo,2022/23,ABE_earnings_spent_on_effluent_systems,No,12.00,0.6316
1548,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,No schooling,0.00,#DIV/0!
1549,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 1,0.00,#DIV/0!
1550,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 2,0.00,#DIV/0!
1551,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 3,0.00,#DIV/0!
1552,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 4,0.00,#DIV/0!
1553,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 5,0.00,#DIV/0!
1554,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 6,0.00,#DIV/0!
1555,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 7,0.00,#DIV/0!
1556,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 8,0.00,#DIV/0!
1557,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 9,0.00,#DIV/0!
1558,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 10,0.00,#DIV/0!
1559,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 11,0.00,#DIV/0!
1560,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Grade 12,0.00,#DIV/0!
1561,ABE,Zimbabwe,Zimbabwe,2022/23,farmer_highest_edu_level,Higher than Grade 12,0.00,#DIV/0!
1562,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,No schooling,,#DIV/0!
1563,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 1,,#DIV/0!
1564,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 2,,#DIV/0!
1565,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 3,,#DIV/0!
1566,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 4,,#DIV/0!
1567,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 5,,#DIV/0!
1568,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 6,,#DIV/0!
1569,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 7,,#DIV/0!
1570,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 8,,#DIV/0!
1571,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 9,,#DIV/0!
1572,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 10,,#DIV/0!
1573,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 11,,#DIV/0!
1574,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Grade 12,,#DIV/0!
1575,ABE,Zimbabwe,Birchenough,2022/23,farmer_highest_edu_level,Higher than Grade 12,,#DIV/0!
1576,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,No schooling,,#DIV/0!
1577,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 1,,#DIV/0!
1578,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 2,,#DIV/0!
1579,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 3,,#DIV/0!
1580,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 4,,#DIV/0!
1581,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 5,,#DIV/0!
1582,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 6,,#DIV/0!
1583,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 7,,#DIV/0!
1584,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 8,,#DIV/0!
1585,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 9,,#DIV/0!
1586,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 10,,#DIV/0!
1587,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 11,,#DIV/0!
1588,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Grade 12,,#DIV/0!
1589,ABE,Zimbabwe,Zaka,2022/23,farmer_highest_edu_level,Higher than Grade 12,,#DIV/0!
1590,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,No schooling,,#DIV/0!
1591,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 1,,#DIV/0!
1592,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 2,,#DIV/0!
1593,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 3,,#DIV/0!
1594,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 4,,#DIV/0!
1595,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 5,,#DIV/0!
1596,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 6,,#DIV/0!
1597,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 7,,#DIV/0!
1598,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 8,,#DIV/0!
1599,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 9,,#DIV/0!
1600,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 10,,#DIV/0!
1601,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 11,,#DIV/0!
1602,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Grade 12,,#DIV/0!
1603,ABE,Zimbabwe,Ruware,2022/23,farmer_highest_edu_level,Higher than Grade 12,,#DIV/0!
1604,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,No schooling,0.00,#DIV/0!
1605,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 1,0.00,#DIV/0!
1606,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 2,0.00,#DIV/0!
1607,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 3,0.00,#DIV/0!
1608,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 4,0.00,#DIV/0!
1609,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 5,0.00,#DIV/0!
1610,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 6,0.00,#DIV/0!
1611,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 7,0.00,#DIV/0!
1612,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 8,0.00,#DIV/0!
1613,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 9,0.00,#DIV/0!
1614,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 10,0.00,#DIV/0!
1615,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 11,0.00,#DIV/0!
1616,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Grade 12,0.00,#DIV/0!
1617,ABE,Malawi,Malawi,2022/23,farmer_highest_edu_level,Higher than Grade 12,0.00,#DIV/0!
1618,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,No schooling,,#DIV/0!
1619,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 1,,#DIV/0!
1620,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 2,,#DIV/0!
1621,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 3,,#DIV/0!
1622,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 4,,#DIV/0!
1623,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 5,,#DIV/0!
1624,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 6,,#DIV/0!
1625,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 7,,#DIV/0!
1626,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 8,,#DIV/0!
1627,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 9,,#DIV/0!
1628,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 10,,#DIV/0!
1629,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 11,,#DIV/0!
1630,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Grade 12,,#DIV/0!
1631,ABE,Malawi,Chikwawa,2022/23,farmer_highest_edu_level,Higher than Grade 12,,#DIV/0!
1632,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,No schooling,,#DIV/0!
1633,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 1,,#DIV/0!
1634,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 2,,#DIV/0!
1635,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 3,,#DIV/0!
1636,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 4,,#DIV/0!
1637,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 5,,#DIV/0!
1638,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 6,,#DIV/0!
1639,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 7,,#DIV/0!
1640,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 8,,#DIV/0!
1641,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 9,,#DIV/0!
1642,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 10,,#DIV/0!
1643,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 11,,#DIV/0!
1644,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Grade 12,,#DIV/0!
1645,ABE,Malawi,Katowo,2022/23,farmer_highest_edu_level,Higher than Grade 12,,#DIV/0!
1646,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,No schooling,0.00,#DIV/0!
1647,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 1,0.00,#DIV/0!
1648,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 2,0.00,#DIV/0!
1649,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 3,0.00,#DIV/0!
1650,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 4,0.00,#DIV/0!
1651,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 5,0.00,#DIV/0!
1652,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 6,0.00,#DIV/0!
1653,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 7,0.00,#DIV/0!
1654,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 8,0.00,#DIV/0!
1655,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 9,0.00,#DIV/0!
1656,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 10,0.00,#DIV/0!
1657,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 11,0.00,#DIV/0!
1658,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Grade 12,0.00,#DIV/0!
1659,ABE,Mozambique,Mozambique,2022/23,farmer_highest_edu_level,Higher than Grade 12,0.00,#DIV/0!
1660,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,No schooling,,#DIV/0!
1661,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 1,,#DIV/0!
1662,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 2,,#DIV/0!
1663,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 3,,#DIV/0!
1664,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 4,,#DIV/0!
1665,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 5,,#DIV/0!
1666,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 6,,#DIV/0!
1667,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 7,,#DIV/0!
1668,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 8,,#DIV/0!
1669,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 9,,#DIV/0!
1670,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 10,,#DIV/0!
1671,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 11,,#DIV/0!
1672,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Grade 12,,#DIV/0!
1673,ABE,Mozambique,Small scale commercial farmers,2022/23,farmer_highest_edu_level,Higher than Grade 12,,#DIV/0!
1674,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,No schooling,,#DIV/0!
1675,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 1,,#DIV/0!
1676,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 2,,#DIV/0!
1677,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 3,,#DIV/0!
1678,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 4,,#DIV/0!
1679,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 5,,#DIV/0!
1680,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 6,,#DIV/0!
1681,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 7,,#DIV/0!
1682,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 8,,#DIV/0!
1683,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 9,,#DIV/0!
1684,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 10,,#DIV/0!
1685,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 11,,#DIV/0!
1686,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Grade 12,,#DIV/0!
1687,ABE,Mozambique,Subsistence farmers,2022/23,farmer_highest_edu_level,Higher than Grade 12,,#DIV/0!
1688,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,No schooling,,#DIV/0!
1689,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 1,,#DIV/0!
1690,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 2,,#DIV/0!
1691,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 3,,#DIV/0!
1692,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 4,,#DIV/0!
1693,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 5,,#DIV/0!
1694,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 6,,#DIV/0!
1695,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 7,,#DIV/0!
1696,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 8,,#DIV/0!
1697,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 9,,#DIV/0!
1698,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 10,,#DIV/0!
1699,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 11,,#DIV/0!
1700,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Grade 12,,#DIV/0!
1701,ABE,Mozambique,Organisation farmers,2022/23,farmer_highest_edu_level,Higher than Grade 12,,#DIV/0!
